Tract,County,City,ZIP Code,Chicago Community Area,Hardship Index,Population,Male,Female,Median age,Age <18,Age 18-64,Age 65+,White,Black,American Indian,Asian,Hispanic/Latino,Housing units,Occupied,Vacant,Households,Family households,Female-headed family households,Living alone,Average household size,Women 15-50 with recent birth,% of births to unmarried women,High school graduation rate,College graduation rate,Disability (children),Disability (working-age adults),Disability (elderly),Native,Foreign born,Non-citizens,Speak Spanish at home,Speak English poorly,Labor force participation,Unemployment,Drive alone to work,Public transportation to work,Bike to work,Walk to work,Mean travel time to work,Households with earnings,Households with Social Security income,Households with food stamps/SNAP,Household median income,Household mean income,Per capita income,Median earnings for workers,"Median earnings, male","Median earnings, female",Female earnings differential,Uninsured,Children Uninsured,Private Health Insurance,Employer-Based Health Insurance,Medicare,Medicaid,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,"Household median income, Black","Household median income, Asian","Household median income, Non-Hispanic White","Household median income, Hispanic",White-Black household income differential,White-Hispanic household income differential,Single housing unit,2-4 housing units in building,5+ housing units in building,Built 1979 or earlier,Built 1939 or earlier,Owner occupied,Renter occupied,Moved in before 1990,Utility gas heat,Electric heat,Combustion fuel heat,No heat,Lacking complete plumbing,No telephone service,Median year structure built,Median gross rent,Rent-burdened,Severely rent-burdened,Median value,Median selected monthly owner costs,Housing units with mortgage,Population (2010),"Population Change, 2000-2010",Household Median income (2005-2009),"Household median income, 5-year change",Unemployment (2005-2009),"Unemployment, 5-year change",Median value (2005-2009),"Median value, 5-year change",Poverty rate (2005-2009),Child poverty rate (2005-2009),"Poverty rate, 5-year change","Child poverty rate, 5-year change",Median gross rent (2005-2009),"Median gross rent, 5-year change",Walk Score,Disconnected youth,Crowded housing
17031820101,Cook County,Burr Ridge,60525|60527,,31.2,7415,45.502,54.498,53.6,19.636,51.854,28.51,92.299,2.495,0,4.019,0.971,3259,95.213,4.787,3103,63.519,11.441,32.001,2.31,4.085,0,93.728,54.093,3.709,3.323,29.631,89.467,10.533,1.753,0.576,1.587,51.562,7.571,78.041,8.866,0,1.237,30.497,65.807,43.023,3.481,76483,118841,50393,55862,75119,42947,0.572,4.199,2.747,86.499,70.328,28.907,3.156,2.79,0,0,2.67,0,0,3.08,3.833,47333,250000,75367,,,,71.801,5.216,22.983,65.664,6.014,92.491,7.509,24.557,83.5,15.243,0,0,0,0.838,1975,1594,29.185,22.747,340400,1454,53.031,6937,-1.867,91696,-16.591,5.509,2.062,440505,-22.725,1.533,1.782,1.137,-1.782,1889,-15.623,8,0,1.096
17031820103,Cook County,Countryside,60525,,42.2,3989,48.183,51.817,40.1,24.768,57.232,17.999,68.839,2.256,0,2.382,26.197,1468,95.436,4.564,1401,62.027,10.778,32.477,2.67,10.782,80.22,86.95,31.259,6.275,6.293,48.223,86.488,13.512,6.267,15.737,3.886,60.409,10.091,78.287,5.443,0.734,4.098,23.009,76.16,36.188,9.493,56211,78446,28682,34594,40263,24631,0.612,5.351,0,75.932,67.705,16.321,19.436,9.436,16.034,33.333,9.159,23.834,11.538,8.682,6.937,,23654,55625,70552,,,57.629,9.469,32.902,78.678,1.839,62.17,37.83,24.768,71.235,27.623,0,0.5,0,4.283,1965,998,44.151,18.679,291200,1488,59.013,4016,0.652,67933,-17.255,10.673,-0.582,369111,-21.108,6.781,6.764,2.378,4.774,995,0.268,50,6.57,3.854
17031820104,Cook County,Countryside,60525,,36.3,4123,48.29,51.71,43.2,21.974,61.897,16.129,77.007,8.44,0.606,0.631,13.413,1657,96.62,3.38,1601,65.771,14.678,26.296,2.56,2.637,30.769,90.162,33.064,5.96,8.934,37.143,90.08,9.92,2.45,9.936,1.869,61.27,6.987,77.455,7.013,0.675,2.545,27.993,83.26,30.106,14.116,59671,75149,29922,30940,38839,20714,0.533,10.599,3.422,64.613,47.951,18.967,18.627,15.385,31.493,23.316,18.054,24.074,36.504,14.028,8.421,23214,,62000,63977,0.374,,69.221,2.897,27.882,67.109,2.052,73.579,26.421,24.859,90.069,7.558,0,0.5,0,2.811,1970,959,40.189,21.04,268500,1169,57.64,4165,3.453,68578,-12.988,3.969,3.018,324420,-17.237,5.553,9.224,12.501,27.28,1023,-6.248,31,5.63,1.374
17031820201,Cook County,Burr Ridge,60525|60527|60480,,28.9,8087,47.941,52.059,46.4,19.946,60.257,19.797,84.036,2.547,0,6.418,6.665,3414,96.075,3.925,3280,68.72,11.128,26.738,2.47,4.781,57.143,94.364,45.071,1.612,5.315,20.425,83.838,16.162,3.648,6.299,2.396,63.851,5.166,76.316,3.237,0,1.207,30.245,80.213,31.22,6.951,83662,118035,48896,47379,65377,35565,0.544,6.974,2.046,80.586,68.109,20.552,6.714,9.539,4.386,2.37,8.371,3.395,3.224,9.871,8.994,99097,105268,84103,66786,,,79.994,2.021,17.985,41.564,0.791,87.866,12.134,26.585,89.817,7.957,0,0,0,0.854,1985,1375,43.216,29.648,356800,1718,62.526,7827,9.837,86351,-3.114,4.972,0.194,449554,-20.632,6.137,4.844,2.234,-1.62,899,52.892,11,0,1.159
17031820202,Cook County,Willow Springs,60525|60480,,53.4,3607,48.6,51.4,39.2,21.652,63.183,15.165,60.604,0.749,3.05,0.554,34.932,1442,90.361,9.639,1303,64.313,11.972,26.477,2.77,2.553,26.087,76.121,18.366,1.921,9.39,44.973,73.94,26.06,18.603,30.694,12.254,62.543,10.611,76.217,3.558,2.809,5.618,25.399,80.583,31.926,14.428,52054,61271,23344,27558,30080,25924,,25.423,1.665,47.962,39.701,17.494,24.064,6.563,13.5,12.5,10.286,19.728,15.305,10.224,3.473,61250,21944,50417,58646,,1.163,63.662,7.143,29.196,66.158,12.829,64.543,35.457,17.575,77.82,19.493,0,0,0.555,1.688,1973,851,43.939,18.615,129000,828,43.044,3536,-7.167,53610,-2.902,6.963,3.648,190349,-32.23,16.687,30.594,-6.401,-15.289,899,-5.374,12,8.03,10.668
17031820300,Cook County,Summit,60501,,62.2,5203,52.47,47.53,29.7,31.194,61.349,7.457,33.711,2.46,0,4.036,59.101,1781,85.738,14.262,1527,75.377,16.699,16.11,3.4,3.115,5,74.072,16.512,1.479,6.172,24.227,68.71,31.29,22.314,49.11,14.149,68.829,9.618,68.946,5.967,2.439,4.878,31.241,86.444,17.616,17.551,50363,52840,16559,27144,32776,19313,0.589,22.641,5.36,46.512,41.438,12.108,27.023,8.601,13.655,18.783,16.178,23.761,18.349,15.946,9.278,45000,33490,51394,52813,,,47.614,45.48,6.906,81.752,25.94,48.788,51.212,22.593,92.534,6.68,0,0,5.334,4.846,1955,838,46.675,9.719,169100,1408,69.664,5353,3.061,52568,-4.195,10.59,-0.972,215508,-21.534,18.575,30.482,-2.397,-12.133,881,-4.834,63,1.44,14.276
17031820400,Cook County,Bedford Park,60501,,63.8,6164,50.114,49.886,30.1,26.103,64.698,9.199,11.47,14.26,0.47,0.438,73.507,1825,88.164,11.836,1609,80.236,13.611,12.865,3.81,5.328,72.414,65.73,9.585,3.853,9.965,36.738,65.542,34.458,23.751,69.36,17.42,62.722,17.673,65.83,4.894,1.106,13.064,26.447,80.609,22.809,21.131,46386,56544,16244,23089,27178,17750,0.653,30.532,4.91,42.871,35.897,12.047,21.281,18.28,30.633,38.889,19.558,38.196,30.205,17.445,3.943,38831,,48144,48219,,,46.959,41.699,11.342,87.616,39.397,57.116,42.884,24.487,91.361,8.204,0,0,1.096,3.045,1945,873,32.174,8.406,155500,1545,67.247,5701,4.894,49806,-6.867,12.481,5.192,229080,-32.12,14.934,21.351,4.624,8.854,877,-0.485,69,18.95,11.249
17031820501,Cook County,Hickory Hills,60455,,41.5,6260,46.166,53.834,34.9,25.064,64.217,10.719,74.297,0.399,0.08,4.665,20.367,2220,96.441,3.559,2141,76.133,9.995,20.925,2.92,4.036,32.258,85.114,11.981,5.29,7.463,17.288,74.089,25.911,7.604,14.806,10.483,70.335,8.441,84.526,1.524,0,1.723,27.813,86.221,26.343,6.259,57278,70043,24568,31787,40609,24306,0.599,14.744,11.281,64.681,56.15,13.994,12.859,12.025,24.368,30.282,15.543,39.063,30.083,11.318,6.855,,69674,55710,77153,,,83.333,5.135,11.532,84.324,12.973,79.028,20.972,28.164,95.563,3.596,0,0.841,2.568,1.261,1963,823,44.989,21.604,179600,1454,68.794,6115,-0.456,75092,-23.723,8.787,-0.346,255784,-29.785,9.775,15.469,5.768,14.614,956,-13.877,46,3.42,4.577
17031820502,Cook County,Bridgeview,60455,,45.2,5092,47.899,52.101,47,16.87,59.505,23.625,79.792,3.417,0.177,2.71,12.372,1976,93.927,6.073,1856,61.8,12.446,30.711,2.5,4.053,0,72.275,15.487,1.746,9.751,53.523,69.56,30.44,12.588,10.132,13.255,53.953,4.784,79.28,3.134,0,3.227,32.281,77.963,39.817,10.722,53562,65295,26290,31730,36091,29268,,11.056,1.281,66.228,55.625,22.544,21.442,8.021,11.57,7.955,12.762,5.078,17.346,10.166,16.818,70000,104875,48629,87743,1.439,,66.498,7.389,26.113,71.306,2.328,71.444,28.556,29.526,79.149,19.72,0,1.131,1.316,1.024,1973,898,50.755,15.283,179800,1325,63.499,5150,1.94,53668,-0.198,9.265,-4.481,252364,-28.754,17.851,28.98,-5.089,-11.634,957,-6.137,59,8.39,2.155
17031820603,Cook County,Willow Springs,60458,,44.2,5277,46.106,53.894,34.2,24.408,66.25,9.342,64.62,9.001,0.152,1.743,22.532,1816,89.372,10.628,1623,77.819,21.935,19.655,3.25,4.043,82.143,77.899,9.612,1.475,14.559,33.874,73.83,26.17,13.72,14.645,9.886,70.947,9.734,73.927,5.269,0,3.005,30.23,83.98,24.954,25.693,56250,66689,22178,30452,35957,20488,0.57,17.093,0,55.107,47.773,12.45,24.408,11.243,20.459,26.996,13.568,28.871,26.553,9.039,11.765,32500,,54115,81898,,1.513,83.976,8.921,7.104,47.247,4.02,80.345,19.655,15.157,90.819,7.27,0,0,3.414,2.341,1983,999,33.856,9.718,164000,1277,61.12,5254,,,,,,,,,,,,,,14,0,3.82
17031820604,Cook County,Justice,60458,,51,4152,47.327,52.673,30.4,30.708,60.766,8.526,80.636,4.335,0,0,12.572,1371,100,0,1371,71.627,27.79,22.903,3.03,3.235,21.212,80.414,12.855,1.804,8.086,31.638,84.562,15.438,9.754,7.868,9.357,71.116,13.682,73.214,4.493,0,0.403,28.479,80.379,19.912,25.31,37054,52251,18314,25739,31758,16681,0.525,18.882,0,43.738,39.571,12.452,33.911,17.617,21.026,16.014,17.433,13.315,26.177,14.229,9.322,61250,,38750,23447,1.581,,53.902,3.355,42.743,78.993,3.136,54.194,45.806,19.767,82.203,14.588,0,0,0,2.626,1973,880,57.643,43.153,145200,1034,46.703,3839,,,,,,,,,,,,,,36,0,5.252
17031820605,Cook County,Hickory Hills,60458|60457,,43.7,4169,45.455,54.545,29.5,27.489,66.179,6.332,32.718,53.466,0,0,12.929,1982,76.337,23.663,1513,70.456,38.334,16.656,2.75,5.462,58.824,88.672,20.179,3.927,9.097,45.455,86.496,13.504,6.932,6.467,4.404,73.746,18.597,82.178,10.022,0,0,,84.27,17.118,33.708,44307,56767,21351,26702,28582,25244,,17.894,2.094,44.183,40.753,8.323,35.284,21.951,36.335,25,23.783,24.103,44.898,16.781,6.818,48438,,41477,41607,,,18.567,4.541,76.892,66.347,3.28,23.529,76.471,10.311,77.264,20.621,0,0.859,0.706,2.71,1976,895,43.561,17.286,185200,1326,60.393,4604,,,,,,,,,,,,,,28,0,3.569
17031820606,Cook County,Willow Springs,60480|60458,,31.9,3748,46.531,53.469,41.2,20.518,68.25,11.233,87.834,1.334,0.907,1.041,6.857,1675,94.806,5.194,1588,61.02,4.156,33.123,2.36,6.762,0,91.231,29.108,0,6.45,25.178,76.761,23.239,9.605,3.676,5.945,73.781,11.25,78.057,4.111,0,0.641,36.915,82.431,24.37,9.635,62623,68784,29457,36989,43750,33052,0.755,16.702,0,66.969,58.191,13.234,11.179,5.676,1.927,0,9.952,0,2.731,12.627,6.888,,86250,63730,50903,,,80.836,3.164,16,51.761,5.134,74.433,25.567,19.647,94.836,3.904,0,0,1.552,1.952,1979,1031,39.901,20.936,208000,1643,68.105,3650,,,,,,,,,,,,,,1,19.35,0.378
17031820700,Cook County,Stickney,60402,,47.7,6810,48.179,51.821,39.1,24.537,61.483,13.979,48.458,0.338,0.837,2.482,47.841,2690,90.706,9.294,2440,64.016,17.049,33.402,2.75,7.367,14.815,78.072,9.108,9.635,5.047,37.773,78.37,21.63,7.401,35.302,5.937,63.803,6.363,73.655,3.675,0,2.756,29.352,79.016,33.033,14.59,50150,60520,22850,30903,37816,25462,0.673,21.085,9.396,55.6,49.143,15.529,20.361,10.563,12.601,22.59,9.743,16.701,7.23,10.883,9.061,,,50559,50486,,,75.353,6.022,18.625,90.818,24.275,76.516,23.484,23.402,90.041,4.877,0,0.697,0,0,1956,798,36.824,26.178,162000,1366,72.148,6786,10.377,59903,-16.281,13.659,-7.296,239453,-32.346,9.49,10.55,0.253,-3.32,1045,-23.635,2,12.5,6.557
17031820800,Cook County,Forest View,60638|60402,,42.9,4223,45.797,54.203,32.5,23.917,64.03,12.053,44.565,3.528,0,1.516,50.012,1283,90.725,9.275,1164,83.162,18.127,14.605,3.63,3.763,73.81,79.019,13.532,0.693,5.695,38.9,63.888,36.112,19.986,40.827,15.301,72.547,12.076,64.519,6.538,0.481,1.49,31.774,85.825,29.467,12.887,69250,72349,21447,27331,33278,25836,0.776,19.607,5.644,59.436,54.014,12.219,19.346,5.165,9.856,0,8.156,0,7.128,9.615,2.358,19338,64167,66667,76389,,,89.166,9.353,1.481,75.526,8.106,84.622,15.378,26.632,96.048,1.976,0,0,1.715,0.773,1959,872,51.397,19.553,182500,1381,64.873,3626,12.504,66476,4.173,5.773,6.303,263067,-30.626,5.299,5.263,2.857,1.865,983,-11.309,3,26.38,3.007
17031820901,Cook County,Bridgeview,60459,,49,5462,49.982,50.018,34.2,24.259,62.047,13.695,65.471,2.289,0.22,2.636,29.605,2010,90.896,9.104,1827,73.344,9.141,23.262,2.99,4.321,0,81.099,10.225,0.528,3.305,41.845,62.743,37.257,18.839,20.631,16.818,63.747,11.897,87.631,3.48,0,1.845,27.972,76.957,29.776,9.579,46602,53458,18560,27388,31600,21641,0.685,24.991,9.509,49.744,43.739,13.859,20.926,11.567,18.986,22.845,11.369,19.661,16.377,10.652,5.749,27614,170595,44789,52944,0.617,,73.035,10.498,16.468,70.348,4.03,63.547,36.453,21.292,89.546,9.195,0,0.438,0,2.354,1969,975,42.793,13.664,170900,995,59.776,5686,-2.853,44282,5.239,7.742,4.155,254681,-32.896,14.978,22.356,-3.609,-5.979,970,0.521,10,5.48,6.349
17031820902,Cook County,Burbank,60459,,55.3,4774,47.801,52.199,37.1,27.231,60.075,12.694,51.299,2.933,1.089,6.284,38.982,1552,88.595,11.405,1375,77.673,14.909,19.709,3.47,5.656,50.725,69.845,5.543,3.769,8.508,43.234,60.411,39.589,17.428,31.221,17.389,63.523,10.057,72.248,9.767,0.724,1.654,31.648,74.618,30.473,22.182,52596,63425,19439,30704,35830,21364,0.596,21.638,10.154,55.362,46.334,14.097,24.047,9.644,14.184,8.796,11.479,7.22,17.615,8.856,10.726,,13942,52955,58472,,,78.544,8.247,13.209,78.351,3.673,84.582,15.418,28.509,88.945,9.891,0,0,1.482,3.2,1963,1128,41.038,19.34,165900,1173,61.737,5017,10.046,64259,-18.15,7.237,2.82,246405,-32.672,14.168,26.921,-2.689,-9.306,1229,-8.238,58,7.91,7.564
17031821001,Cook County,Bridgeview,60459,,49.3,5287,51.693,48.307,34.9,27.104,62.814,10.081,74.92,1.211,0,2.988,19.198,1688,93.069,6.931,1571,74.157,7.766,18.969,3.37,10.587,15.625,78.526,13.768,1.256,15.417,39.4,68.375,31.625,13.94,9.119,14.566,65.465,10.665,82.823,3.582,0,1.511,30.537,83.45,34.819,13.622,61832,68204,21403,30085,35202,21875,0.621,15.131,3.489,57.518,48.818,13.883,27.199,7.554,12.776,26.99,12.389,26.061,19.26,9.816,9.944,6507,96000,61507,77944,0.106,,74.763,13.744,11.493,78.555,2.725,67.855,32.145,24.252,91.789,7.384,0,0,2.607,1.782,1961,938,39.01,28.911,193200,1348,64.353,5233,3.032,63174,-2.124,11.167,-0.502,284033,-31.98,4.156,4.625,8.233,14.635,961,-2.406,55,0,6.62
17031821002,Cook County,Burbank,60459,,49.7,5695,49.148,50.852,39.1,23.582,59.385,17.032,71.993,2.177,1.299,1.282,23.371,1803,94.676,5.324,1707,73.404,12.712,23.433,3.28,1.157,0,78.228,12.09,0.745,8.346,57.351,78.788,21.212,7.656,18.905,7.426,58.689,9.033,75.406,3.787,1.873,0.583,31.752,73.755,39.484,14.411,57019,69262,22072,30986,37347,19351,0.518,14.012,3.5,56.776,45.279,18.087,23.153,11.732,19.125,25.749,16.011,16.045,26.198,13.192,12.096,,,51906,66327,,1.278,92.069,3.993,3.938,88.686,0.388,86.526,13.474,41.652,95.723,4.277,0,0,0,1.289,1959,1127,35.217,35.217,186100,1101,55.856,5593,1.876,73905,-22.848,5.868,3.165,277302,-32.889,11.223,24.171,4.788,2.027,1169,-3.558,48,9.23,6.678
17031821101,Cook County,Burbank,60459,,42.8,4548,47.559,52.441,39.2,22.405,65.919,11.675,70.361,1.275,0.858,4.639,23.329,1375,100,0,1375,85.091,13.164,13.309,3.23,3.665,42.857,78.889,19.099,4.024,9.226,40.938,70.976,29.024,16.777,16.724,11.317,65.931,11.004,78.314,6.823,0.244,0,32.662,86.109,28.218,13.018,74176,79181,25552,32984,36593,30142,,14.401,3.533,61.261,54.935,10.745,21.288,7.265,12.692,0,8.389,0,16.094,7.037,0.213,,115069,76009,45197,,0.595,90.473,2.036,7.491,69.091,6.618,91.927,8.073,27.855,96.364,1.891,0,0.727,0,2.255,1966,946,53.153,45.946,199900,1264,63.608,4784,9.224,64139,15.649,8.286,2.718,241550,-17.243,9.752,11.162,-1.363,4.932,1054,-10.231,53,3.14,4.509
17031821102,Cook County,Burbank,60459,,45.7,4191,47.34,52.66,39.2,23.049,64.877,12.073,63.088,0.787,0,0.239,31.234,1269,98.503,1.497,1250,80.64,19.84,18.4,3.35,5.861,50.769,74.991,12.945,1.76,10.519,18.577,77.046,22.954,12.789,28.126,8.443,65.187,13.246,77.329,10.438,0,1.291,31.343,80.72,28,12.56,51827,62799,21073,25095,32222,20650,,20.186,6.004,59.127,53.018,13.791,19.59,13.294,19.076,20,16.297,24.342,25.155,14.16,10.87,13864,,61774,35691,,0.578,87.155,5.043,7.801,80.772,3.073,84.32,15.68,31.6,98.24,1.76,0,0,0,0,1959,1057,66.327,45.408,186900,1310,68.311,4047,2.69,60967,-14.992,11.75,1.496,266819,-29.953,4.626,9.701,11.671,15.454,1133,-6.73,46,46.47,2
17031821200,Cook County,Blue Island,60406|60827,,49.6,6240,52.083,47.917,36.2,25.144,64.936,9.92,15.689,43.91,0,0.016,39.728,2659,85.671,14.329,2278,59.394,14.969,35.25,2.74,2.037,0,81.228,14.135,8.349,13.006,55.25,84.583,15.417,8.686,27.945,4.453,65.682,16.888,75.04,12.42,0,1.513,30.568,69.754,29.807,29.017,36890,47971,18751,25380,26921,23211,,21.106,12.046,53.878,47.66,12.083,24.135,16.925,21.326,29.876,19.054,28.374,26.641,17.053,12.924,34375,,30833,39276,,,52.351,20.797,26.852,93.757,26.326,54.258,45.742,20.105,90.079,7.068,0,1.932,2.256,2.809,1955,763,56.718,35.413,123900,1157,66.909,6003,-7.461,46208,-20.165,17.257,-0.369,164196,-24.541,19.012,27.603,0.042,-0.962,836,-8.779,40,7.8,3.907
17031821300,Cook County,Blue Island,60406,,55.9,5488,50.055,49.945,34.1,27.533,59.184,13.284,18.203,27.843,0,1.676,50.036,2444,83.838,16.162,2049,58.76,22.06,35.188,2.68,5.15,100,76.335,11.89,2.78,5.48,48.011,75.456,24.544,12.318,44.046,11.39,68.71,12.96,81.107,9.295,0,3.156,26.239,77.892,29.575,28.111,38429,45471,18056,25006,26806,22105,,22.923,9.265,39.195,36.152,14.523,33.509,18.854,32.851,35.014,20.007,28.755,33.289,15.64,11.934,28151,,32563,52500,,1.612,46.563,20.949,32.488,90.385,37.889,51.586,48.414,21.327,83.407,12.445,0,0.537,4.255,2.928,1949,821,59.375,27.52,112000,862,56.102,5519,-4.017,47099,-18.408,9.077,3.883,166514,-32.738,23.334,38.852,-3.327,-5.563,861,-4.613,57,2.42,7.565
17031821401,Cook County,Calumet Park,60827,,45.6,3432,51.69,48.31,44.5,18.153,66.142,15.705,3.992,86.742,0,0,8.537,1482,91.026,8.974,1349,65.011,24.314,31.727,2.54,8.01,33.333,87.073,9.996,8.507,11.454,41.002,96.62,3.38,2.331,5.628,2.055,66.074,28.542,72.614,13.363,0,0,,78.206,28.243,31.06,39239,54112,22049,27794,29656,26779,,21.678,16.372,54.05,47.64,17.133,21.824,16.078,23.934,14.706,19.027,13.514,32.905,16.344,14.286,39626,,28854,16111,,,71.997,4.993,23.009,86.91,5.331,58.858,41.142,29.503,87.027,8.08,0.89,0,4.184,5.115,1960,933,58.198,36.216,117800,1053,70.151,3338,-12.227,43590,-9.982,12.274,16.268,142017,-17.052,17.391,26.739,1.636,6.166,778,19.931,73,4.49,2.446
17031821402,Cook County,Calumet Park,60827,,41.5,3718,43.975,56.025,37,22.566,65.761,11.673,5.568,93.276,0,0,1.157,1532,89.883,10.117,1377,62.6,27.959,35.221,2.7,0,0,92.537,20.008,4.172,11.738,39.171,98.063,1.937,0.834,0.701,0,64.542,21.671,73.289,16.146,0,0,35.609,76.398,29.92,9.15,51548,60652,23874,35666,37734,32917,,19.607,2.384,64.874,61.269,13.986,13.744,9.745,11.962,12.5,15.196,17.105,21.692,14.479,6.682,51790,,42875,,,,78.46,7.05,14.491,77.546,6.854,70.08,29.92,32.389,94.481,5.301,0,0,2.872,0,1958,889,51.214,13.835,107200,1100,71.399,3587,0.9,64139,-19.631,10.308,11.363,155810,-31.198,10.003,16.598,5.193,5.094,1031,-13.743,70,0,3.631
17031821500,Cook County,Riverdale,60827,,59.4,2020,44.455,55.545,26.1,38.564,55.05,6.386,0.891,95.644,0,0,2.475,948,66.139,33.861,627,69.059,47.049,27.273,3.21,2.613,100,83.155,13.34,3.338,12.5,49.612,96.287,3.713,2.327,3.443,1.043,57.07,21.967,63.176,21.453,0,1.52,37.5,75.598,25.518,53.907,34511,42807,14264,26402,23750,27647,,13.366,2.696,34.604,30.05,9.257,50.941,30.485,33.828,53.75,32.888,54.369,41.774,28.957,13.178,34185,,41250,,,,61.181,14.768,24.051,81.857,16.034,28.549,71.451,6.699,87.241,11.962,0.319,0,12.342,3.828,1961,1180,58.929,38.393,75300,1084,80.447,2341,-15.761,35116,-1.723,21.919,0.048,96554,-22.013,34.99,47.018,-2.102,-5.244,1173,0.598,16,3.52,6.38
17031821600,Cook County,Evergreen Park,60805,,36.7,4503,47.857,52.143,36,25.627,63.646,10.726,44.215,37.886,0,0,15.745,1786,91.545,8.455,1635,67.706,17.798,29.235,2.75,3.611,100,90.823,27.396,3.553,9.281,41.822,95.026,4.974,1.666,7.349,1.257,68.202,10.573,70.217,17.012,0,0.819,39.68,76.514,27.462,11.804,67784,74557,28026,37634,50888,35909,0.706,8.883,4.333,76.771,70.686,11.57,12.814,10.659,19.355,11.328,10.178,11.228,18.315,7.188,9.524,65461,,76744,26726,0.853,0.348,90.761,0.448,8.791,92.161,12.654,75.596,24.404,27.156,88.93,6.85,0,1.713,2.576,0.367,1954,967,41.353,16.291,183600,1398,72.087,4393,-3.067,63208,7.24,8.41,2.163,219259,-16.263,9.109,14.038,1.069,4.277,1041,-7.07,63,10.24,1.529
17031821700,Cook County,Evergreen Park,60805,,39.6,4855,46.468,53.532,42.7,25.85,57.858,16.292,82.369,8.877,0,0.494,6.468,1855,95.364,4.636,1769,68.739,13.51,26.625,2.74,2.218,100,93.18,42.929,6.534,11.996,39.847,92.956,7.044,1.771,7.16,0.842,66.044,15.936,77.374,10.99,0,1.591,34.407,71.453,32.391,10.119,64943,84987,31921,40992,59271,31458,0.531,7.254,0,80.678,70.655,18.103,8.369,6.414,6.981,8.696,8.39,6.105,5.578,10.996,3.576,22205,,69375,55667,,,80.539,3.935,15.526,91.482,5.876,86.942,13.058,30.639,93.443,5.427,0,0.509,0,1.357,1955,918,59.307,39.827,209000,1613,68.986,4889,-6.805,71089,-8.646,11.622,4.314,272998,-23.443,1.962,0,6.428,5.578,860,6.793,59,13.51,3.222
17031821800,Cook County,Evergreen Park,60805,,33.9,5428,48.674,51.326,36,24.318,63.596,12.085,67.115,16.986,0,0.147,14.628,2010,96.517,3.483,1940,72.423,19.072,23.969,2.79,2.818,0,90.791,31.567,2.803,7.39,39.634,96.242,3.758,2.027,12.958,1.5,72.059,10.651,75.713,10.321,0.217,3.861,31.662,79.227,20.67,9.588,79539,89429,32966,43933,49018,41035,,7.778,5,81.914,72.732,12.064,8.646,4.057,5.959,0,4.974,0,5.682,3.563,10.976,62533,,83750,53021,,,77.811,7.512,14.677,95.075,16.915,76.289,23.711,28.918,92.526,6.959,0,0,2.438,0.412,1954,901,23.478,21.087,187500,1560,71.757,5337,-6.859,62482,27.299,6.883,3.768,244419,-23.287,9.942,12.336,-4.968,-6.654,1122,-19.713,70,3.27,1.804
17031821900,Cook County,Evergreen Park,60805,,35,5138,48.618,51.382,42.5,23.842,60.16,15.998,73.063,15.823,0,2.277,8.836,1968,97.358,2.642,1916,63.727,12.944,33.455,2.59,11.043,75.591,93.043,30.661,2.204,11.298,38.633,94.22,5.78,1.246,7.21,1.651,64.321,8.752,77.797,10.315,0.437,2.841,31.334,75.835,33.351,7.098,58611,68978,26980,37324,45865,27448,0.598,4.951,0.735,84.142,76.434,15.838,10.867,6.224,12.318,23.622,9.62,25.496,15.918,8.457,3.766,64375,,56645,58750,,,93.902,0.661,5.437,94.055,3.963,89.562,10.438,29.384,94.885,3.549,0,0,3.252,2.401,1955,762,57,16.5,174400,1396,68.24,5233,-1.506,70558,-16.932,8.678,0.074,238239,-26.796,4.094,5.282,5.526,10.636,558,36.472,28,17.37,0.835
17031822000,Cook County,Hometown,60456,,34,4358,39.881,60.119,41.1,20.675,62.483,16.843,80.197,0,0,0.023,19.367,2095,91.169,8.831,1910,52.88,10.366,43.77,2.28,1.858,52.381,92.392,15.467,3.885,12.229,37.602,95.25,4.75,2.478,9.248,2.745,65.28,9.103,83.77,6.42,0,1.592,28.459,69.948,33.979,7.435,48750,52893,23917,31628,37832,28419,,13.584,4.994,72.304,62.873,17.531,10.532,1.782,0,0,5.445,0,0,6.133,9.264,,,48979,53295,,,81.193,9.308,9.499,100,1.909,79.476,20.524,27.644,96.597,1.99,0.942,0,4.439,0.995,,467,30.357,11.99,119600,1146,74.967,4349,-2.642,49676,-1.864,8.725,0.378,167176,-28.459,13.568,25.023,-8.123,-25.023,425,9.925,50,5.45,0
17031822101,Cook County,Oak Lawn,60453,,34.7,4429,48.86,51.14,38.8,20.14,68.164,11.696,78.505,2.145,0,0.135,17.227,1720,94.244,5.756,1621,68.661,14.991,25.108,2.72,1.542,44.444,89.962,22.748,0,14.044,40.347,92.368,7.632,2.19,8.527,1.95,67.483,9.032,69.249,10.946,0.696,1.623,31.734,81.246,28.501,11.228,68715,68861,26236,36406,42227,30693,0.727,13.886,7.287,76.473,60.33,14.134,9.009,5.93,7.771,25.275,8.724,22.093,6.05,10.798,1.158,14567,,72434,35000,,0.483,79.244,7.267,13.488,81.163,14.07,80.012,19.988,26.28,94.88,4.627,0.494,0,0.64,0.679,1957,872,58.951,27.16,184200,1425,69.16,4480,5.288,71673,-4.127,2.808,6.224,256446,-28.172,6.454,4.447,2.27,1.603,867,0.539,76,35.67,2.653
